id,sku,name,short_description,price,discount,all_time_quantity_sold,discount_rate,review_count,inventory_status
8885995,8671611615413,Sự Im Lặng Của Bầy Cừu (Tái Bản),"Những cuộc phỏng vấn ở xà lim với kẻ ăn thịt người ham thích trò đùa trí tuệ, những tiết lộ nửa chừng hắn chỉ dành cho kẻ nào thông minh, những cái nhìn xuyên thấu thân phận và suy tư của cô mà đôi kh...",78000,37000,16781.0,32,2599,available
114937969,4063406517816,Rừng Nauy (Tái Bản),"Câu chuyện bắt đầu từ một chuyến bay trong ngày mưa ảm đạm, một người đàn ông 37 tuổi chợt nghe thấy bài hát gắn liền với hình ảnh người yêu cũ, thế là quá khứ ùa về xâm chiếm thực tại. Mười tám năm t...",102000,48000,4590.0,32,904,available
173882437,1288959099343,8 Vụ Án Hoàn Hảo - Vạch Trần Tâm Lý Kẻ Phạm Tội,"“Khi một vụ ết người cụ thể được ẩn giấu trong một chuỗi những vụ án khác để mọi thứ trông như tác phẩm của một kẻ cuồng s.át tâm thần…” Vài năm về trước, Malcolm Kershaw là một nhân viên bán sách, n...",101000,44000,2442.0,30,458,available
207256575,1888647655871,Định luật Murphy – Mọi bí mật tâm lý thao túng cuộc đời bạn,"Nếu một điều tồi tệ có thể xảy ra, nó sẽ xảy ra!Khi một món đồ quan trọng bị rơi, nó có xu hướng lăn tới dưới ngăn tủ nặng nhất.Khi hai tay bạn cầm đầy đồ đạc, mũi bạn bắt đầu ngứa.Khi bạn sợ gặp m...",89200,29800,1867.0,25,130,available
157432544,8467218185680,Giải Thích Ngữ Pháp Tiếng Anh (Với Bài Tập Và Đáp Án) (Tái Bản),"Ngữ pháp Tiếng Anh tổng hợp các chủ điểm ngữ pháp trọng yếu mà học sinh cần nắm vững. Các chủ điểm ngữ pháp được trình bày rõ ràng, chi tiết. Sau mỗi chủ điểm ngữ pháp là phần bài tập & đáp án nhằ...",152000,68000,6710.0,31,1143,available
1387539,5570800845873,Tâm Lý Học Thành Công,            Tâm Lý Học Thành Công        Nhà tâm lý học nổi tiếng Carol S. Dweck sau nhiều thập niên nghiên cứu về thành công đã khám phá ra một ý tưởng thực sự    mang tính đột phá – sức mạnh ...,139000,60000,282.0,30,29,available
75376744,8719483347022,Titan - Gia Tộc Rockefeller (Tái Bản 2020),"Titan - Gia tộc Rockefeller   Sự thật chưa từng tiết lộ về một gia tộc bí ẩn, một đế chế lẫy lừng trong ngành dầu mỏ   Gia tộc Rockefeller đã trải qua hơn 1 thế kỷ, đến nay họ vẫn đang viết tiếp lịc...",348000,151000,26.0,30,4,available
8011021,7603393251672,Tâm Lý Học Thành Công (Tái Bản),Nhà tâm lý học nổi tiếng Carol S. Dweck sau nhiều thập niên nghiên cứu về thành công đã khám phá ra một ý tưởng thực sự mang tính đột phá – sức mạnh tư duy của chúng ta.Cuốn sách sẽ cho bạn thấy khôn...,139000,60000,35.0,30,5,available
2455543,6297719202908,Không Diệt Không Sinh Đừng Sợ Hãi,"Nhiều người trong chúng ta tin rằng cuộc đời của ta bắt đầu từ lúc chào đời và kết thúc khi ta chết. Chúng ta tin rằng chúng ta tới từ cái Không, nên khi chết chúng ta cũng không còn lại gì hết. Và ch...",77000,33000,327.0,30,15,available
205033951,4241489430129,Một chỗ trong đời,"Một người cha không bao giờ bước chân vào viện bảo tàng, chỉ đọc báo địa phương, không dùng gì khác ngoài con dao Opinel của riêng mình để ăn. Một người cha xuất thân nông dân rồi trở thành công nhân ...",54800,14200,671.0,21,63,available
3638033,5170219600942,Trăm Năm Cô Đơn,"Trăm Năm Cô Đơn“Chỉ với một bước nhảy, Gabriel García Márquez đã vụt lên ngang hàng với Günter Grass và Vladimir Nabokov.”- The New York Times“Xuất sắc, hỗn độn, với tầm ảnh hưởng lớn ảnh…  Một thi...",135200,33800,1.0,20,0,available
68585576,9986522202973,"Càng Kỷ Luật, Càng Tự Do","KỶ LUẬT vốn là ván cờ bạn phải tự đấu với chính mình. Thắng - bạn sẽ có được “bản năng của người mạnh mẽ nhất”, đó là sự tự kiểm soát bản thân. Thua - bạn mãi sống trong cảm giác tạm bợ, nuối tiếc. Cà...",75800,33200,18291.0,30,3341,available
111285062,4190221467193,Đắc Nhân Tâm (Bìa Mềm)(Tái Bản),"Đắc nhân tâm của Dale Carnegie là quyển sách nổi tiếng nhất, bán chạy nhất và có tầm ảnh hưởng nhất của mọi thời đại. Tác phẩm đã được chuyển ngữ sang hầu hết các thứ tiếng trên thế giới và có mặt ở h...",57400,28600,8082.0,33,877,available
57325187,2446461571372,Sách Người Giàu Có Nhất Thành Babylon (Tái Bản 2020),"NGƯỜI GIÀU CÓ NHẤT THÀNH BABYLONNgười giàu có nhất thành Babylon (tiếng Anh: The Richest Man in Babylon) được xem là một trong những tác phẩm truyền cảm hứng lớn nhất về chủ đề tiết kiệm, kế hoạch tài...",68100,29900,14009.0,31,2252,available
106318762,3967710804049,Sách ID Tiếng ANh cho người mới bắt đầu- Cô Trang Anh,Sách Tiếng Anh Cho Người Mất Gốc Cô Trang Anh:- Học ngữ pháp từ con số 0.- Hiểu tiếng anh theo cách đơn giản nhất.- Đầy đủ 4 kỹ năng: Nghe - Nói - Đọc - Viết.- Học giao tiếp theo chuyên đề ngữ...,159000,0,2919.0,0,604,available
113530805,2220872143049,Tuổi Trẻ Đáng Giá Bao Nhiêu (Tái Bản),"“Bạn hối tiếc vì không nắm bắt lấy một cơ hội nào đó, chẳng có ai phải mất ngủ.Bạn trải qua những ngày tháng nhạt nhẽo với công việc bạn căm ghét, người ta chẳng hề bận lòng.Bạn có chết mòn nơi xó t...",60200,29800,7450.0,33,1381,available
205942269,5346935248480,Cánh Cổng Sát Nhân,"Tajima Kazuyuki muốn giết Kuramochi Osamu, gã bạn học từ thời tiểu học của anh. Thế nhưng, mặc cho ý nghĩ manh nha từ hồi cấp hai xa lắc xa lơ nào đầy ấy vẫn bám riết anh cho tới tận khi anh ngấp nghé...",179000,70000,1345.0,28,111,available
157240665,5307482538791,Ra Bờ Suối Ngắm Hoa Kèn Hồng (Truyện Dài-Nguyễn Nhật Ánh),"Ra bờ suối ngắm hoa kèn hồng là tác phẩm trong trẻo, tràn đầy tình yêu thương mát lành, trải ra trước mắt người đọc khu vườn trại rực rỡ cỏ hoa của vùng quê thanh bình, kèm theo đó là những “nhân vật”...",69000,76000,10389.0,52,1991,available
72882553,5206085393869,Kỷ Luật Tự Giác (Tặng Kèm Bookmark ),"TỰ GIÁC BAO NHIÊU, TỰ DO BẤY NHIÊUTheo bạn thì, thế nào là tự do?Là có thể nằm ườn trên ghế sô pha xem phim, ôm điện thoại lướt mạng cả ngày?Hay là được ăn thoải mái các thể loại đồ ăn nhanh, trà sữ...",62500,21500,10556.0,26,1990,available
87226756,4297943918720,"Những Đêm Không Ngủ, Những Ngày Chậm Trôi","NHỮNG ĐÊM KHÔNG NGỦ NHỮNG NGÀY CHẬM TRÔI - A CRAZY MIND“Những đêm không ngủ, những ngày chậm trôi” đại diện cho một hành tinh mới - nơi nỗi đau tinh thần được đưa ra ánh sáng và chữa lành.Cuốn sách ...",42000,44000,8485.0,51,2009,available
74021317,5977911599303,Cây Cam Ngọt Của Tôi,“Vị chua chát của cái nghèo hòa trộn với vị ngọt ngào khi khám phá ra những điều khiến cuộc đời này đáng số một tác phẩm kinh điển của Brazil.”- Booklist“Một cách nhìn cuộc sống gần như hoàn chỉnh t...,79100,28900,60433.0,27,12218,available
8885995,8671611615413,Sự Im Lặng Của Bầy Cừu (Tái Bản),"Những cuộc phỏng vấn ở xà lim với kẻ ăn thịt người ham thích trò đùa trí tuệ, những tiết lộ nửa chừng hắn chỉ dành cho kẻ nào thông minh, những cái nhìn xuyên thấu thân phận và suy tư của cô mà đôi kh...",78000,37000,16781.0,32,2599,available
186111097,1842698709256,Vượt lên trật tự - Tác giả Jordan B. Peterson, VƯỢT LÊN TRẬT TỰ“Vaccine” Nào Giúp Chúng Ta Sống Tốt Giữa Cuộc Đời Bất Định?“Ta phải đối diện với những hỗn độn liên tiếp này như thế nào?”Chúng ta đang sống trong một thế giới có nhiều tổn thươn...,245000,105000,72.0,30,5,available
206840682,9725373677700,Quyền Lực Của Địa Lý - The Power Of Geography,"Tim Marshall đã nhận xét rất xác đáng rằng: ""Các đế chế nổi lên rồi suy tàn. Các liên minh hình thành rồi tan rã. Thời kỳ hòa bình ở châu Âu sau các cuộc chiến của Napoleon kéo dài khoảng sáu mươi năm...",210000,70000,2418.0,25,187,available
14961285,5326157603341,Quốc Gia Khởi Nghiệp ( Tái Bản 2019 ),Là câu chuyện viết về sự phát triển thần kỳ của nền kinh tế Israel từ lúc lập quốc cho đến khi trở thành quốc gia có nền công nghệ hàng đầu thế giới. Quyển sách này có thể trả lời cho những thắc mắc l...,146300,62700,123.0,30,12,available
194959173,7372241689726,Semantic Error – Lỗi Logic (Tập 2),"Semantic Error – Lỗi Logic (Tập 2)“Hai chúng ta rất khác nhau nên vốn dĩ em cũng chẳng yêu thích điều gì ở anh. Nhưng khi đã thích một lần rồi, sau này sẽ không còn ghét được nữa. Từ trước đến giờ em...",181000,78000,2340.0,30,624,available
4940239,8506436370714,Hai Số Phận (Bìa Cứng),"Hai Số Phận (Bìa Cứng)“Hai số phận” không chỉ đơn thuần là một cuốn tiểu thuyết, đây có thể xem là ""thánh kinh"" cho những người đọc và suy ngẫm, những ai không dễ dãi, không chấp nhận lối mòn.“Hai s...",107400,67600,23697.0,39,4151,available
17336364,2144215258059,Phía Sau Nghi Can X (Tái Bản 2019),"“Việc nghĩ ra một bài toán vô cùng khó và việc giải bài toán đó, việc nào khó hơn?”Khi nhấn chuông cửa nhà nghi can chính của một vụ án mới, điều tra viên Kusanagi không biết rằng anh sắp phải đương ...",78400,30600,17345.0,28,3309,available
85763211,2349035412093,Hãy Khiến Tương Lai Biết Ơn Vì Hiện Tại Bạn Đã Cố Gắng Hết Mình (Tặng Kèm: 01 Bookmark),"Cuốn sách dành cho những bạn trẻ chênh vênh và đầy hoang mang nhưng không ngừng theo đuổi sự nỗ lựcTừng được đón đọc bởi 1 triệu độc giả khắp Trung Quốc, 4 chương sách tổng hợp 50 lời khuyên chất lượ...",58000,41000,10954.0,41,2356,available
3639597,8788183623224,Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản),"Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản)Chen vai thích cánh để có một chỗ bám trên xe buýt giờ đi làm, nhích từng xentimét bánh xe trên đường lúc tan sở, quay cuồng với thi cử và tiến độ công việ...",59100,25900,45759.0,30,3798,available
70016692,3554085012481,Bắt Trẻ Đồng Xanh (Tái Bản 2020),"Sơ lược về tác phẩmHolden Caulfield, 17 tuổi, đã từng bị đuổi học khỏi ba trường, và trường dự bị đại học Pencey Prep là ngôi trường thứ tư. Và rồi cậu lại trượt 4 trên 5 môn học và nhận được thông b...",63000,25000,7408.0,28,1648,available
72459686,4125558840055,How Psychology Works - Hiểu Hết Về Tâm Lý Học,"MỘT TRONG NHỮNG CUỐN SÁCH MỞ KHÓA HỮU ÍCH NHẤT VỀ TƯ DUY, KÝ ỨC VÀ CẢM XÚC CỦA CON NGƯỜI!Ám sợ là gì, ám sợ có thực sự đáng sợ không? Rối loạn tâm lý là gì, làm thế nào để thoát khỏi tình trạng suy n...",204000,96000,14603.0,32,3274,available
208289692,2362190968323,Vợ Trong Game Của Tôi Là Idol Nổi Tiếng Ngoài Đời (Tập 1),"Bản đặc biệt: Số lượng có hạn Tặng kèm 1 bookmark bế in 1 mặt, 1 postcard in hai mặt kẹp trong sách 1 huy hiệu phủ nhũ để ở ngoài Bản thường: Tặng kèm 1 bookmark bế in 1 mặtVợ Trong Game Của Tôi ...",93100,32900,787.0,26,189,available
124767703,1577270048929,Cân Bằng Cảm Xúc Cả Lúc Bão Giông (Tặng Kèm Bookmark)(Tái Bản),"Một ngày, chúng ta có khoảng 16 tiếng tiếp xúc với con người, công việc, các nguồn thông tin từ mạng xã hội, loa đài báo giấy… Việc này mang đến cho bạn vô vàn cảm xúc, cả tiêu cực lẫn tích cực.Bạn c...",73000,32000,5681.0,30,596,available
109793160,8913398563071,Combo 2 Cuốn: Bạn Không Thông Minh Lắm Đâu +  Bạn Đỡ Ngu Ngơ Rồi Đấy (Tái Bản) ,Combo Bạn không thông minh lắm đâu & Bạn đỡ ngu ngơ rồi đấy (Tái bản)Combo sách Tâm lý học nhận thức:“Bạn Không Thông Minh Lắm Đâu” được phát triển từ trang blog nổi tiếng của tác giả David McRa...,184000,84000,2305.0,31,410,available
197629362,4304350204896,Bức Họa Múa Rối Xương (Combo tập 1+2),"Bức Họa Múa Rối Xương (Combo tập 1 +2) Quà tặng kèm : + Bản đặc biệt số lượng giới hạn: Sách bìa mềm khổ 14.5x20.5 cm Set 2 Bookmark được kẹp trong sách 1 card bo góc, shikishi, huy hiệu, standee...",195000,84000,919.0,30,245,available
207301603,6237161551754,Thiên Quan Tứ Phúc - Tập 7,"Trong lúc nguy nan, bốn võ thần hóa kiếm tương trợ. Gặp người xưa những tưởng kẻ thù ấy vậy mà Tạ Liên lại không ngờ đến, kẻ thù lại là người mình tin tưởng nhất. Bức màn bí mật từ từ hé lộ, Quỷ vươn...",106600,52400,592.0,33,110,available
54422942,3161737212733,Tôi Quyết Định Sống Cho Chính Tôi (Tái Bản 2020),Cuốn sách đạt giải thưởng “Cuốn sách của năm” tại Hàn Quốc vào năm 2017.   Đã tái bản hơn 100 lần kể từ lần xuất bản đầu tiên vào năm 2016.   Được nhiều nghệ sĩ chọn đọc và giới thiệu đến các fan củ...,44000,44000,4851.0,50,1014,available
193206168,1772216996403,Quán Cơm Tỳ Hưu Chỉ Có Vào Không Có Ra (Combo 2 cuốn),"Quán Cơm Tỳ Hưu Chỉ Có Vào Không Có Ra (Combo 2 cuốn)Tập 1Lão yêu quái Tỳ Hưu ra ngoài vứt rác, rác thì vứt vào thùng, quỷ nam lại rơi vào lòng.Quỷ nam Văn Hi xinh đẹp như hoa, thơm mềm mát lạnh, v...",245000,74000,499.0,23,149,available
161008717,4714316064911,Kiếp Nào Ta Cũng Tìm Thấy Nhau: Câu Chuyện Về Những Linh Hồn Tri Kỷ Vĩnh Viễn Không Chia Lìa (Tái Bản),"Kiếp nào ta cũng tìm thấy nhau là cuốn sách thứ ba của Brain L. Weiss – một nhà tâm thần học có tiếng. Trước đó ông đã viết hai cuốn sách: cuốn đầu tiên là Ám ảnh từ kiếp trước, cuốn sách mô tả câu ch...",63000,36000,3682.0,36,490,available
168283405,6893421095594,Chiến Tranh Tiền Tệ - Phần 1 - Ai Thực Sự Là Người Giàu Nhất Thế Giới ( Tái Bản 2022),"Thông tin tác giả:Song Hong Binh (Tống Hồng Binh) sinh năm 1968 tại Tứ Xuyên, Trung Quốc. Ông là tác giả của rất nhiều cuốn sách bán chạy, là học giả nghiên cứu tài chính thế giới và cũng là Viện trư...",99000,66000,4387.0,40,574,available
8885999,6176117561223,Totto - Chan Bên Cửa Sổ (Tái Bản),"Không còn cách nào khác, mẹ đành đưa Totto-chan đến một ngôi trường mới, trường Tomoe. Đấy là một ngôi trường kỳ lạ, lớp học thì ở trong toa xe điện cũ, học sinh thì được thoả thích thay đổi chỗ ngồi ...",68100,29900,19285.0,31,1921,available
